Date,Zepp_Recovery_Score_(0-100),Zepp_Stress_Score_(0-100),Mazzaroth_Transit_Intensity_(Score),Mazzaroth_Level,Mazzaroth_Transit_Pair,Notes
2036-03-17,,,3519.6,VERY HIGH,Pluto->N.Node,
2036-03-18,,,5033.0,PEAK,Uranus->Neptune,
2036-03-19,,,3661.7,VERY HIGH,Uranus->Neptune,
2036-03-20,,,3899.7,PEAK,Uranus->Neptune,
2036-03-21,,,3594.5,VERY HIGH,Uranus->Neptune,
2036-03-23,,,3215.9,HIGH,Pluto->N.Node,
2036-03-24,,,3216.7,HIGH,Pluto->N.Node,
2036-03-28,,,3274.3,HIGH,Pluto->N.Node,
2036-03-30,,,3276.7,HIGH,Pluto->N.Node,
2036-04-12,,,3801.8,PEAK,Saturn->Pluto,
2036-04-15,,,3274.8,HIGH,Pluto->N.Node,
2036-04-16,,,3255.1,HIGH,Pluto->N.Node,
2036-04-22,,,3655.9,VERY HIGH,Mercury->Pluto,
2036-04-23,,,3675.8,VERY HIGH,Mercury->Pluto,
2036-04-24,,,3216.6,HIGH,Pluto->N.Node,
2036-04-26,,,3266.4,HIGH,Pluto->N.Node,
2036-05-07,,,3378.5,HIGH,Pluto->N.Node,
2036-05-08,,,3245.0,HIGH,Pluto->N.Node,
2036-05-09,,,3342.3,HIGH,Pluto->N.Node,
2036-05-13,,,3274.9,HIGH,Pluto->N.Node,
2036-05-14,,,3348.5,HIGH,Pluto->N.Node,
2036-05-15,,,3328.7,HIGH,Pluto->N.Node,
2036-05-16,,,3586.8,VERY HIGH,Mercury->Pluto,
2036-05-17,,,3700.1,VERY HIGH,Mercury->Pluto,
2036-05-19,,,3660.3,VERY HIGH,Pluto->N.Node,
2036-05-20,,,3616.8,VERY HIGH,Pluto->N.Node,
2036-05-21,,,5005.1,PEAK,Pluto->N.Node,
2036-05-22,,,3383.1,HIGH,Pluto->N.Node,
2036-06-19,,,3272.8,HIGH,Venus->N.Node,
2036-06-20,,,3292.8,HIGH,Venus->N.Node,
2036-06-21,,,3396.5,HIGH,Venus->N.Node,
2036-06-28,,,3201.1,HIGH,Pluto->N.Node,
2036-06-30,,,3209.8,HIGH,Pluto->N.Node,
2036-07-01,,,3342.4,HIGH,Pluto->N.Node,
2036-07-02,,,3212.6,HIGH,Pluto->N.Node,
2036-07-16,,,3200.9,HIGH,Pluto->N.Node,
2036-07-17,,,3303.1,HIGH,Pluto->N.Node,
2036-07-21,,,3297.9,HIGH,Pluto->N.Node,
2036-07-22,,,3195.4,HIGH,Pluto->N.Node,
2036-07-27,,,3488.7,VERY HIGH,Neptune->Uranus,
2036-07-28,,,3491.2,VERY HIGH,Neptune->Uranus,
2036-07-29,,,4443.5,PEAK,Neptune->Uranus,
2036-07-30,,,3489.6,VERY HIGH,Pluto->N.Node,
2036-07-31,,,3314.0,HIGH,Pluto->N.Node,
2036-08-09,,,3185.0,HIGH,Pluto->N.Node,
2036-08-17,,,3195.1,HIGH,Pluto->N.Node,
2036-08-18,,,3241.3,HIGH,Pluto->N.Node,
2036-08-21,,,3272.9,HIGH,Pluto->N.Node,
2036-08-22,,,3276.4,HIGH,Pluto->N.Node,
2036-08-23,,,3187.0,HIGH,Pluto->N.Node,
2036-08-24,,,3402.9,HIGH,Pluto->N.Node,
2036-08-25,,,3668.1,VERY HIGH,Mercury->Chiron,
2036-09-14,,,3211.1,HIGH,Pluto->Moon,
2036-09-16,,,3303.4,HIGH,Pluto->Moon,
2036-09-17,,,3633.7,VERY HIGH,Mercury->Neptune,
2036-09-18,,,3251.6,HIGH,Pluto->Moon,
2036-09-27,,,3191.9,HIGH,Pluto->Moon,
2036-10-02,,,3183.7,HIGH,Pluto->Moon,
2036-10-03,,,3235.9,HIGH,Pluto->Moon,
2036-10-07,,,3422.4,VERY HIGH,Pluto->Moon,
2036-10-08,,,3294.8,HIGH,Pluto->Moon,
2036-10-09,,,3209.9,HIGH,Pluto->Moon,
2036-10-10,,,3211.0,HIGH,Pluto->Moon,
2036-10-11,,,3366.2,HIGH,Pluto->Moon,
2036-10-12,,,4168.2,PEAK,Jupiter->Mars,
2036-10-13,,,4135.8,PEAK,Jupiter->Mars,
2036-10-14,,,3915.0,PEAK,Jupiter->Mars,
2036-10-24,,,3793.1,PEAK,Uranus->Pluto,
2036-10-30,,,3624.7,VERY HIGH,Pluto->Moon,
2036-10-31,,,5392.0,PEAK,Pluto->Moon,
2036-11-01,,,3705.0,VERY HIGH,Pluto->N.Node,
2036-11-02,,,3633.3,VERY HIGH,Pluto->N.Node,
2036-12-08,,,3294.0,HIGH,Saturn->N.Node,
2036-12-10,,,3279.8,HIGH,Saturn->N.Node,
2036-12-11,,,3399.6,HIGH,Saturn->N.Node,
2036-12-12,,,4179.9,PEAK,Saturn->N.Node,
2036-12-13,,,4078.0,PEAK,Saturn->N.Node,
2036-12-14,,,3836.5,PEAK,Mercury->Neptune,
2036-12-15,,,3285.2,HIGH,Pluto->N.Node,
